record,task,channel,highpass,timeSec,left,right,delta,left_huber,right_huber,delta_huber
A,1,Fz,0.1,-0.06640625,1.19346775875945,-1.15779070457146,-2.3512584633309,0.973904535725371,-1.40770533672841,-2.38160987245378
A,1,Fz,0.1,-0.0625,1.24003444012624,-1.03634900106727,-2.27638344119351,1.17114624409097,-1.19903336647298,-2.37017961056395
A,1,Fz,0.1,-0.05859375,1.29611010032623,-0.831448422717372,-2.1275585230436,1.21755321720401,-0.928541124347815,-2.14609434155182
A,1,Fz,0.1,-0.0546875,1.34041730822622,-0.577594060195179,-1.9180113684214,1.39425100645981,-0.636585957891717,-2.03083696435153
A,1,Fz,0.1,-0.05078125,1.34513222576618,-0.317382062643298,-1.66251428840948,1.63322315341229,-0.441110240914944,-2.07433339432723
A,1,Fz,0.1,-0.046875,1.28691715640555,-0.0983245706790485,-1.38524172708459,1.53984005717242,0.25892019667312,-1.2809198604993
A,1,Fz,0.1,-0.04296875,1.16644198090759,0.0217555935576113,-1.14468638734998,1.42441083072949,0.607357975671882,-0.817052855057604
A,1,Fz,0.1,-0.0390625,1.00545348843283,0.0148060052060715,-0.990647483226756,0.924245558529801,0.281925833510807,-0.642319725018994
A,1,Fz,0.1,-0.03515625,0.847195872293594,-0.0984255620847555,-0.94562143437835,0.687958311619004,-0.107160174439924,-0.795118486058927
A,1,Fz,0.1,-0.03125,0.72814599831031,-0.274931348973896,-1.00307734728421,0.473037617099208,-0.45409950084125,-0.927137117940458
A,1,Fz,0.1,-0.02734375,0.671510935580509,-0.472431480483307,-1.14394241606382,0.447955868571806,-0.57927057241378,-1.02722644098559
A,1,Fz,0.1,-0.0234375,0.679238721434135,-0.663576760957225,-1.34281548239136,0.550331789259086,-0.667004629549542,-1.21733641880863
A,1,Fz,0.1,-0.01953125,0.734647804283741,-0.829921252400758,-1.5645690566845,0.662430678773516,-1.03902678003401,-1.70145745880752
A,1,Fz,0.1,-0.015625,0.810314388193955,-0.953304672535041,-1.763619060729,0.948284058272676,-1.06443978321781,-2.01272384149048
A,1,Fz,0.1,-0.01171875,0.872796583436889,-1.03299219971731,-1.9057887831542,1.1422190471928,-1.1669742575384,-2.3091933047312
A,1,Fz,0.1,-0.0078125,0.900149972791215,-1.07751027152838,-1.97766024431959,1.20101995038592,-1.07957303644002,-2.28059298682594
A,1,Fz,0.1,-0.00390625,0.892882011015262,-1.10655049703413,-1.99943250804939,1.05875816278811,-1.04011444085352,-2.09887260364164
A,1,Fz,0.1,0,0.876572651000251,-1.13997638237642,-2.01654903337667,0.847836510562839,-0.977995457330829,-1.82583196789367
A,1,Fz,0.1,0.00390625,0.89062485828514,-1.19211509568207,-2.08273995396721,0.61378636799404,-1.09401142433128,-1.70779779232532
A,1,Fz,0.1,0.0078125,0.972046920039103,-1.26379539465743,-2.23584231469653,0.569240315711281,-1.10804644456253,-1.67728676027381
A,1,Fz,0.1,0.01171875,1.13477724924039,-1.34767073106293,-2.48244798030332,0.765584643958405,-1.27899650221683,-2.04458114617523
A,1,Fz,0.1,0.015625,1.35918704183993,-1.42341547748446,-2.78260251932438,1.13555794075522,-1.54635426593741,-2.68191220669263
A,1,Fz,0.1,0.01953125,1.59488144334848,-1.46498115410402,-3.05986259745251,1.79836582713198,-1.70172109777863,-3.50008692491062
A,1,Fz,0.1,0.0234375,1.77282984085309,-1.45656418014141,-3.2293940209945,2.09436850344135,-1.69903201077923,-3.79340051422058
A,1,Fz,0.1,0.02734375,1.84095865342275,-1.40208930345594,-3.24304795687868,2.24662682237187,-1.35352628342368,-3.60015310579555
A,1,Fz,0.1,0.03125,1.77398918867547,-1.32568692446008,-3.09967611313555,2.19770680219455,-1.35406920744035,-3.55177600963489
A,1,Fz,0.1,0.03515625,1.58044843497504,-1.24744052523029,-2.82788896020533,1.94274658986166,-1.29122385030389,-3.23397044016555
A,1,Fz,0.1,0.0390625,1.30417318181181,-1.18979877809138,-2.49397195990319,1.44272838269343,-1.13401768667399,-2.57674606936743
A,1,Fz,0.1,0.04296875,1.01919173158337,-1.17885896579094,-2.19805069737431,0.885148053529574,-0.880610754299972,-1.76575880782955
A,1,Fz,0.1,0.046875,0.81107865342744,-1.23606994679181,-2.04714860021925,0.398850685300953,-0.836260976888588,-1.23511166218954
A,1,Fz,0.1,0.05078125,0.754238209977253,-1.35802656193256,-2.11226477190982,0.209518966132111,-1.13103568220034,-1.34055464833245
A,1,Fz,0.1,0.0546875,0.888722333188835,-1.50800623789317,-2.396728571082,0.287084111949099,-1.47882355340709,-1.76590766535619
A,1,Fz,0.1,0.05859375,1.20918968469778,-1.63037049470924,-2.83956017940703,0.842939880991547,-1.77267657112199,-2.61561645211354
A,1,Fz,0.1,0.0625,1.66016240770305,-1.66704896204258,-3.32721136974563,1.56319388368251,-2.00690191774147,-3.57009580142398
A,1,Fz,0.1,0.06640625,2.15564182842807,-1.57183010925601,-3.72747193768408,2.46148607649582,-2.00780550802734,-4.46929158452317
A,1,Fz,0.1,0.0703125,2.60154856276123,-1.32682348535395,-3.92837204811518,3.26242384574036,-1.73178220516933,-4.99420605090969
A,1,Fz,0.1,0.07421875,2.92929024726323,-0.950469922571764,-3.87976016983499,3.20301968854213,-1.31751074186095,-4.52053043040307
A,1,Fz,0.1,0.078125,3.12534745874302,-0.49495681312943,-3.62030427187245,3.42261852874415,-0.754954489348874,-4.17757301809302
A,1,Fz,0.1,0.08203125,3.19901156078281,-0.0430582841876855,-3.24206984497049,3.20315017470786,0.000147068748013956,-3.20300310595985
A,1,Fz,0.1,0.0859375,3.18434650613155,0.300785064074442,-2.88356144205711,3.02449442884537,0.717729184882949,-2.30676524396242
