record,task,cueDir,timeSec,commonMode,midlineContrast,lateralContrast
VisualCogA_Task-1,1,-1,0.4765625,-5.66779725091576,4.62373002447929,1.87322970300989
VisualCogA_Task-1,1,-1,0.48046875,-5.27711895036276,4.46314966134524,1.98311715405655
VisualCogA_Task-1,1,-1,0.484375,-4.9740560797703,4.27480212941636,2.06985105968693
VisualCogA_Task-1,1,-1,0.48828125,-4.75808770069153,4.07515245200411,2.14441175914331
VisualCogA_Task-1,1,-1,0.4921875,-4.62842832035877,3.87237456070209,2.20430036624776
VisualCogA_Task-1,1,-1,0.49609375,-4.58911403649443,3.68397675422855,2.25405565357689
VisualCogA_Task-1,1,-1,0.5,-4.64266964907207,3.54321609147012,2.29616426744013
VisualCogA_Task-1,1,-1,0.50390625,-4.79074322092321,3.48252612030416,2.32656046204977
VisualCogA_Task-1,1,-1,0.5078125,-5.03004975966199,3.5025324417113,2.3384850104259
VisualCogA_Task-1,1,-1,0.51171875,-5.3476120669835,3.58562786736063,2.33164746886351
VisualCogA_Task-1,1,-1,0.515625,-5.71014015685387,3.70221423015796,2.30944432735452
VisualCogA_Task-1,1,-1,0.51953125,-6.06817735195323,3.83286696752716,2.28304219631034
VisualCogA_Task-1,1,-1,0.5234375,-6.35892380439,3.97323994561555,2.25578407167341
VisualCogA_Task-1,1,-1,0.52734375,-6.52242475288947,4.13085949369425,2.22521816499983
VisualCogA_Task-1,1,-1,0.53125,-6.51461912918839,4.30762585501372,2.18391078520594
VisualCogA_Task-1,1,-1,0.53515625,-6.32790788557778,4.49905047513245,2.12988155476106
VisualCogA_Task-1,1,-1,0.5390625,-5.9941011987898,4.69160341769768,2.08620428066167
VisualCogA_Task-1,1,-1,0.54296875,-5.57967675884452,4.86874070827875,2.07296500296073
VisualCogA_Task-1,1,-1,0.546875,-5.16921180504392,5.02547279793471,2.09040378230898
VisualCogA_Task-1,1,-1,0.55078125,-4.83894759424373,5.15573425452411,2.11204582311269
VisualCogA_Task-1,1,-1,0.5546875,-4.6304011335428,5.25651357108952,2.10261961766167
VisualCogA_Task-1,1,-1,0.55859375,-4.53857457681208,5.32358926852249,2.02582199160998
VisualCogA_Task-1,1,-1,0.5625,-4.53103909367719,5.36489591200841,1.84622328741365
VisualCogA_Task-1,1,-1,0.56640625,-4.55907010923742,5.37890070841442,1.5840825886226
VisualCogA_Task-1,1,-1,0.5703125,-4.59814566696914,5.37047379684341,1.23554772644769
VisualCogA_Task-1,1,-1,0.57421875,-4.64515112221011,5.33599503627658,0.845433356108575
VisualCogA_Task-1,1,-1,0.578125,-4.70247124083819,5.2736405089316,0.487567590037248
VisualCogA_Task-1,1,-1,0.58203125,-4.76601010478543,5.17872104271331,0.235693024470488
VisualCogA_Task-1,1,-1,0.5859375,-4.83190236878114,5.05793621419786,0.122129455435456
VisualCogA_Task-1,1,-1,0.58984375,-4.88950812241545,4.92391698137865,0.137974553202401
VisualCogA_Task-1,1,-1,0.59375,-4.91865763003768,4.79920152253556,0.24211590289914
VisualCogA_Task-1,1,-1,0.59765625,-4.89553552007047,4.70814443732985,0.376681928967613
VisualCogA_Task-1,1,-1,0.6015625,-4.80857088831179,4.65355798367479,0.488010694653019
VisualCogA_Task-1,1,-1,0.60546875,-4.66315982799371,4.62990282281614,0.546840533431233
VisualCogA_Task-1,1,-1,0.609375,-4.4777013903465,4.62647890306391,0.552068117125885
VisualCogA_Task-1,1,-1,0.61328125,-4.28017349796001,4.61723782669154,0.530138995883519
VisualCogA_Task-1,1,-1,0.6171875,-4.10292588625439,4.57479377213166,0.506005447917524
VisualCogA_Task-1,1,-1,0.62109375,-3.98103809346266,4.48440929014173,0.483506572482649
VisualCogA_Task-1,1,-1,0.625,-3.93623934896294,4.33605520826963,0.468401464318823
VisualCogA_Task-1,1,-1,0.62890625,-3.98245157657881,4.15522327292532,0.434652362931839
VisualCogA_Task-1,1,-1,0.6328125,-4.10993352488337,3.97308506569171,0.38414388392295
VisualCogA_Task-1,1,-1,0.63671875,-4.29117486757386,3.81264699085436,0.34513299434248
VisualCogA_Task-1,1,-1,0.640625,-4.48560887104636,3.68755319635845,0.314910570787081
VisualCogA_Task-1,1,-1,0.64453125,-4.64959787660076,3.60939006268792,0.289476351087321
VisualCogA_Task-1,1,-1,0.6484375,-4.74826651322283,3.58107592800973,0.2683726849861
VisualCogA_Task-1,1,-1,0.65234375,-4.75919005379332,3.59009306535243,0.236855923976229
VisualCogA_Task-1,1,-1,0.65625,-4.67101309361159,3.61108331554709,0.174603924184328
VisualCogA_Task-1,1,-1,0.66015625,-4.48922846577852,3.61365755651986,0.0416402500819828
VisualCogA_Task-1,1,-1,0.6640625,-4.22878083948954,3.56072351169603,-0.200707884703164
VisualCogA_Task-1,1,-1,0.66796875,-3.9088226860892,3.41535587833151,-0.565813843105091
VisualCogA_Task-1,1,-1,0.671875,-3.55233424901968,3.16593219773311,-1.04040817005816
VisualCogA_Task-1,1,-1,0.67578125,-3.17796050630385,2.83811934539649,-1.59910488754073
VisualCogA_Task-1,1,-1,0.6796875,-2.80711555870913,2.49531829125703,-2.20401051336379
VisualCogA_Task-1,1,-1,0.68359375,-2.46687584863858,2.18449888698516,-2.81428933328683
VisualCogA_Task-1,1,-1,0.6875,-2.16852812147933,1.92009732620171,-3.40219630221406
VisualCogA_Task-1,1,-1,0.69140625,-1.88640493024196,1.69319658300594,-3.97344901555589
VisualCogA_Task-1,1,-1,0.6953125,-1.57233394448257,1.49920520685881,-4.53404796158086
VisualCogA_Task-1,1,-1,0.69921875,-1.17615253286466,1.35755766942987,-5.05738763258465
VisualCogA_Task-1,1,-1,0.703125,-0.653988100437704,1.30509332110383,-5.50057498433676
VisualCogA_Task-1,1,-1,0.70703125,0.0312125026411455,1.36182507206402,-5.84166600512076
VisualCogA_Task-1,1,-1,0.7109375,0.890243718646072,1.50983645718238,-6.09633000678208
VisualCogA_Task-1,1,-1,0.71484375,1.89049714308404,1.69276638196536,-6.2921900731063
VisualCogA_Task-1,1,-1,0.71875,2.95565069817358,1.85392252605155,-6.42628922847412
VisualCogA_Task-1,1,-1,0.72265625,3.99600034926162,1.93264833138962,-6.5339406129978
VisualCogA_Task-1,1,-1,0.7265625,4.91548909030864,1.89665610663399,-6.64698028491273
VisualCogA_Task-1,1,-1,0.73046875,5.63625118966001,1.73494857766242,-6.78596760641205
VisualCogA_Task-1,1,-1,0.734375,6.12338906342306,1.45672293696288,-6.95717941257628
VisualCogA_Task-1,1,-1,0.73828125,6.38738915987881,1.0967021613606,-7.16251832140618
VisualCogA_Task-1,1,-1,0.7421875,6.4940623135545,0.70104393330834,-7.38002868243593
VisualCogA_Task-1,1,-1,0.74609375,6.54201601192777,0.332060989950991,-7.54401455101101
